Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,LR_Signal
2014-03-24,33.847546433395195,33.950817962249296,33.64100009274429,33.87336349487305,54328100,0.0,0.0,-1
2014-03-25,34.21760637340152,34.38972779366164,34.11433483442267,34.26063919067383,93531000,0.0,0.0,-1
2014-03-26,34.56185218617291,34.673731611404854,34.320884146851796,34.338096618652344,91289900,0.0,0.0,-1
2014-03-27,34.467176316304695,34.83723615692621,34.4499638489569,34.78559875488281,73438700,0.0,0.0,0
2014-03-28,35.09542248149509,35.30196884133305,35.01796800692373,35.06100082397461,67464400,0.0,0.0,0
2014-03-31,35.27614485051435,35.49990035370366,35.258932383662504,35.29335403442383,75256100,0.0,0.0,0
2014-04-01,35.62898933352005,35.706443786621094,35.49129289277844,35.706443786621094,65717300,0.0,0.0,0
2014-04-02,35.56875600235724,35.80972401156466,35.51711859340869,35.775299072265625,44076300,0.0,0.0,0
2014-04-03,35.611782883987416,35.663417006149295,35.28475255087729,35.63759994506836,84659200,0.0,0.0,0
2014-04-04,36.01626196079209,36.25723321868187,35.49129648436288,35.542930603027344,127800700,0.0,0.0,-1
2014-04-07,35.57735004601578,35.79250092842204,35.49129100623006,35.69783401489258,60586200,0.0,0.0,0
2014-04-08,36.19698991468333,36.36910801459112,35.99044359867473,36.11092758178711,107043300,0.0,0.0,0
2014-04-09,36.15396242757819,36.54984265127822,35.912994425889934,36.38632583618164,71617000,0.0,0.0,-1
2014-04-10,36.37771454227519,36.50680311242586,35.956017334055105,35.99905014038086,74792500,0.0,0.0,0
2014-04-11,35.749474308637176,36.050684255264244,35.74086643419515,35.99905014038086,76310100,0.0,0.0,0
2014-04-14,36.110930925816746,36.11953880137465,35.74087106744967,35.921600341796875,44883400,0.0,0.0,0
2014-04-15,35.697839858293875,35.72365691786722,34.940507709031955,35.379417419433594,155302100,0.0,0.0,-1
2014-04-16,35.551541878758655,35.86135646920787,35.46547953451491,35.826934814453125,64113100,0.0,0.0,0
2014-04-17,35.861348215051436,36.27444080645495,35.75807670867156,36.153953552246094,69955200,0.0,0.0,0
2014-04-21,36.10232770415357,36.11093229709561,35.83553936175199,35.930206298828125,29288500,0.0,0.0,0
2014-04-22,35.973241073928094,36.02487848793672,35.81833211484543,35.83554458618164,43060000,0.0,0.0,0
2014-04-23,35.663409657620655,35.680622122442166,35.370804321538905,35.57735061645508,58299300,0.0,0.0,0
2014-04-24,35.603170384739784,35.62038285087267,35.301960434769775,35.611778259277344,39310800,0.0,0.0,0
2014-04-25,35.147045684709504,35.15565027487564,34.888865301483506,35.12983322143555,72613500,0.0,0.0,0
2014-04-28,35.17287193929834,35.42244779764672,35.00075054447385,35.301963806152344,64020600,0.0,0.0,0
2014-04-29,35.52572054214651,35.775296409071146,35.50850807377832,35.63759994506836,71181600,0.0,0.0,0
2014-04-30,35.36220595753144,35.56875228881836,35.31917642937157,35.56875228881836,49063100,0.0,0.0,0
2014-05-01,35.52571592861289,35.69783730699957,35.35359783316845,35.611778259277344,31161300,0.0,0.0,0
2014-05-02,35.54292698096162,35.91298678074339,35.51710992426032,35.809715270996094,63037500,0.0,0.0,0
2014-05-05,35.56014086087867,35.64619990860089,35.45686934702356,35.611778259277344,26894600,0.0,0.0,0
2014-05-06,35.646207191365704,35.98184542511692,35.628998004659095,35.775299072265625,41163100,0.0,0.0,0
2014-05-07,35.67202851547091,35.973238535239645,35.61178651151717,35.96463394165039,43226500,0.0,0.0,0
2014-05-08,36.06790060474779,36.17978000394518,35.87856674194336,35.87856674194336,49820300,0.0,0.0,-1
2014-05-09,35.9129881501313,35.999050480654084,35.7666871126559,35.818321228027344,43953000,0.0,0.0,0
2014-05-12,36.34329519713296,36.44656672571697,36.205598731373385,36.42074966430664,63396500,0.0,0.0,0
2014-05-13,36.48099051207631,36.7133539062673,36.42935639088449,36.55844497680664,53342400,0.0,0.0,0
2014-05-14,36.764997187692565,36.93711532977042,36.71335977530334,36.81663131713867,57544700,0.0,0.0,0
2014-05-15,36.764983102652245,36.77358769328238,36.343285937054496,36.47237777709961,56308800,0.0,0.0,0
2014-05-16,36.782208493014515,37.005964040391724,36.6789336715084,36.95432662963867,70419600,0.0,0.0,0
2014-05-19,36.90269250182863,37.005964040391724,36.8682675613266,36.95432662963867,32471500,0.0,0.0,0
2014-05-20,36.81662401989237,36.902686356816425,36.55844357500518,36.65311050415039,63707800,0.0,0.0,0
2014-05-21,36.8510480343493,36.95431955313659,36.82523097538807,36.93710708618164,50661300,0.0,0.0,0
2014-05-22,37.11784276798761,37.19529724121094,37.04038829476429,37.19529724121094,51415000,0.0,0.0,0
2014-05-23,37.14366205592396,37.25554147571203,37.10923711399792,37.12644958496094,55456100,0.0,0.0,0
2014-05-27,36.97153123891642,37.03177323051468,36.68753374751636,36.80801773071289,40155800,0.0,0.0,0
2014-05-28,36.99735722353502,37.10062875589244,36.86826534588113,37.02317428588867,45095400,0.0,0.0,0
2014-05-29,37.117844990951006,37.18669159185994,37.02317804212596,37.12644958496094,28979600,0.0,0.0,0
2014-05-30,36.89407190984815,36.937101429174255,36.54122459866712,36.61867904663086,72201700,0.0,0.0,0
2014-06-02,36.77359364342844,36.85104810339964,36.704747058422036,36.73056411743164,33550800,0.0,0.0,0
2014-06-03,36.773593574523225,37.04038188791133,36.76498898251695,36.93710708618164,38021700,0.0,0.0,0
2014-06-04,36.68753459143483,36.799410702438045,36.627292598450836,36.73056411743164,25656100,0.0,0.0,0
2014-06-05,37.06620240754647,37.17808181172802,36.91990134918365,37.11783981323242,41040500,0.0,0.0,0
2014-06-06,37.41904609815003,37.57395501691648,37.358804105623335,37.48789596557617,45429100,0.0,0.0,0
2014-06-09,37.444865819400626,37.67722921407201,37.444865819400626,37.62559509277344,38995600,0.0,0.0,0
2014-06-10,37.66862318063671,37.84934916415394,37.61698577837072,37.82353210449219,31573300,0.0,0.0,0
2014-06-11,37.59977581337321,37.76329262329367,37.59117122056078,37.69444274902344,44721500,0.0,0.0,0
2014-06-12,37.75468181199433,37.7891067464528,37.39322984900772,37.51371383666992,40265500,0.0,0.0,0
2014-06-13,37.384625222738194,37.56535450287977,37.307170754946874,37.53092956542969,27554000,0.0,0.0,0
2014-06-16,37.41904096497553,37.45346589396616,37.24691960296429,37.35879898071289,32040700,0.0,0.0,0
2014-06-17,37.31577463473836,37.38462121932321,37.212503116389904,37.367408752441406,35013500,0.0,0.0,0
2014-06-18,37.2813468520372,37.80631556151732,37.169467467326164,37.78049850463867,62131500,0.0,0.0,0
2014-06-19,37.66002086864305,37.72887074850163,37.453477794953244,37.56535720825195,48497900,0.0,0.0,0
2014-06-20,37.43625856500656,37.51371302438979,37.350199513666254,37.48789596557617,36744000,0.0,0.0,0
2014-06-23,37.46208029105229,37.47929276005325,37.28135429095638,37.41044616699219,27608300,0.0,0.0,0
2014-06-24,37.51371442779316,37.77189487441509,37.315775975951595,37.39323043823242,49441000,0.0,0.0,0
2014-06-25,37.41145325236121,37.506869032328375,37.2986888479535,37.472171783447266,35940200,0.341,0.0,0
2014-06-26,37.57625196501075,37.57625196501075,37.38542044700549,37.515533447265625,21873800,0.0,0.0,0
2014-06-27,37.515528436347175,37.62829280091671,37.40276407177763,37.60226821899414,21988900,0.0,0.0,0
2014-06-30,37.619628891677884,37.662998796898286,37.47217055214618,37.498191833496094,34343200,0.0,0.0,0
2014-07-01,37.77575747434477,37.888521857962665,37.7584088531027,37.853824615478516,42222400,0.0,0.0,0
2014-07-02,38.00995123215172,38.096691011957816,37.98392995999199,38.079345703125,35955800,0.0,0.0,0
2014-07-03,37.99260589167082,38.33089569457036,37.96658461726648,38.304874420166016,26627100,0.0,0.0,0
2014-07-07,38.226816129754255,38.30488327993468,38.148748979573824,38.27886199951172,26962800,0.0,0.0,0
2014-07-08,38.252827865356224,38.27885244819709,38.02730243716993,38.105369567871094,29106700,0.0,0.0,0
2014-07-09,38.12272329702827,38.365597376694765,38.07935339836086,38.322227478027344,29892600,0.0,0.0,0
2014-07-10,37.76708549978062,38.13139662570556,37.671669735682784,38.11404800415039,43704000,0.0,0.0,0
2014-07-11,37.957914323488886,38.140073198263195,37.93189304519739,38.0706787109375,32082600,0.0,0.0,0
2014-07-14,38.29621321184505,38.374280367303335,38.22681871414356,38.365604400634766,23136700,0.0,0.0,0
2014-07-15,38.400291421354346,38.44366131641007,38.15741736191354,38.33957290649414,38034000,0.0,0.0,0
