Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,LR_Signal
2014-03-24,83.90297639827656,83.96873079553126,82.10881660650305,82.86968994140625,77735300,0.0,0,-1
2014-03-25,83.3017933331182,83.83722405723623,82.44697898114991,83.14210510253906,41723300,0.0,0,-1
2014-03-26,83.55541502058091,83.74328984985354,82.06184775299619,82.07124328613281,40930400,0.0,0,-1
2014-03-27,81.95853266312683,82.32487968564949,81.16008420805679,81.61096954345703,64784500,0.0,0,-1
2014-03-28,81.87397449897182,82.672422760449,81.54519536187111,81.77064514160156,39895100,0.0,0,-1
2014-03-31,82.40942390240932,82.90727973735251,82.30609452156905,82.35305786132812,33924300,0.0,0,-1
2014-04-01,82.75696251232014,83.85600333279568,82.39061557216164,83.79964447021484,38683800,0.0,0,-1
2014-04-02,84.15660609690113,84.24115156773036,83.63996640489403,84.01570892333984,34631600,0.0,0,-1
2014-04-03,84.10025571705391,84.24116007153137,82.86970583245001,83.3487777709961,30319100,0.0,0,-1
2014-04-04,83.90296095888908,83.98750640648282,80.9158198665691,81.13187408447266,131213200,0.0,0,-1
2014-04-07,80.62466624158431,81.37614430923941,79.79803105046106,80.36164855957031,83995800,0.0,0,-1
2014-04-08,80.45553518346925,81.21640834065504,80.17372659437592,81.10368347167969,51495700,0.0,0,-1
2014-04-09,81.40428947958344,82.54090512209477,81.18823525551369,82.49393463134766,45685200,0.0,0,-1
2014-04-10,82.55031073529271,82.55031073529271,79.71346880201675,79.93891143798828,73659600,0.0,0,-1
2014-04-11,79.22500401885232,80.25829773186895,78.82108923409982,79.00895690917969,93657400,0.0,0,-1
2014-04-14,79.70407144128743,80.05163450407335,78.89622758366004,79.62892150878906,46500700,0.0,0,-1
2014-04-15,79.92012431777846,80.35222567210283,78.22928669938578,79.8919448852539,84631500,0.0,0,-1
2014-04-16,80.58704515749965,80.9533920288086,79.92949416197031,80.9533920288086,46970900,0.0,0,-1
2014-04-17,80.64342648029822,81.37612042707693,80.43676774316735,80.97219848632812,53719500,0.0,0,-1
2014-04-21,81.16006922987707,81.57337951660156,80.78432674192509,81.57337951660156,25947900,0.0,0,-1
2014-04-22,81.85518777587389,82.42819345470635,81.71428344774115,82.2215347290039,38593400,0.0,0,-1
2014-04-23,82.22154369136591,82.24972312672573,81.45127473586304,81.49824523925781,34376700,0.0,0,-1
2014-04-24,82.84151037532597,82.86029427450045,81.39490647136948,82.27789306640625,48926300,0.0,0,-1
