Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Return,Return%,N5D_Return,N5D_Return%,SMA3,SMA5,SMA10,SMA15,SMA20,SMA30,SMA50,EMA3,EMA5,EMA10,EMA15,EMA20,EMA30,EMA50,PP,S1C,S2C,S3C,R1C,R2C,R3C,S1F,S2F,S3F,R1F,R2F,R3F,SMA_Signal,MACD_Signal,RSI,RSI_Signal,Slow_K,Slow_D,Stoch_Osci,Fast_K,Fast_D,Stoch_RSI
2018-07-18,2811.35009765625,2816.760009765625,2805.889892578125,2815.6201171875,3089780000,0,0,6.070068359375,0.0021558548762744107,30.449951171875,0.010814651801213585,2807.86669921875,2804.6400390625,2787.1660400390624,2763.060026041667,2757.899523925781,2764.0903564453124,2746.592216796875,2809.2929398016313,2803.019117990384,2788.2713900016056,2778.4752166294365,2771.7167335214704,2761.6134552058425,2747.6820695162137,2812.7566731770835,2808.753336588542,2801.8865559895835,2797.883219401042,2819.623453776042,2823.6267903645835,2830.493570963542,2808.6042884114586,2806.0389407552084,2801.8865559895835,2816.9090579427084,2819.4744055989586,2823.6267903645835,0.0,0.0,65.21720455213578,0,89.33644289903351,88.96852807651648,-2,100.0,90.8163445417083,-2
2018-07-19,2809.3701171875,2812.050048828125,2799.77001953125,2804.489990234375,3266700000,0,0,-11.130126953125,-0.003968681290317189,32.949951171875,0.011748999385489456,2809.88671875,2805.880029296875,2793.9540283203123,2770.0506998697915,2759.758020019531,2765.161686197917,2749.2436181640624,2806.891465018003,2803.509408738381,2791.2202264075636,2781.727063330054,2774.8379960655566,2764.3796832721996,2749.909831113004,2805.4366861979165,2798.823323567708,2793.1566569010415,2786.543294270833,2811.103352864583,2817.7167154947915,2823.383382161458,2800.74571500651,2797.847628092448,2793.1566569010415,2810.127657389323,2813.025744303385,2817.7167154947915,0.0,0.0,61.17970573971267,0,80.49751265786959,85.69113821985815,-2,0.0,66.66666666666664,1
2018-07-20,2804.550048828125,2809.699951171875,2800.010009765625,2801.830078125,3230210000,0,0,-2.659912109375,-0.0009493481171973954,16.989990234375,0.006063890300494167,2807.3133951822915,2805.984033203125,2798.155029296875,2775.7520345052085,2762.3615234375,2766.2103515625,2751.3244189453126,2804.3607715715016,2802.949631867254,2793.1492903561884,2784.2399401794223,2777.4086705474083,2766.795837778832,2751.9459192311215,2803.8466796875,2797.993408203125,2794.15673828125,2788.303466796875,2807.683349609375,2813.53662109375,2817.373291015625,2800.1451220703125,2797.8582958984375,2794.15673828125,2807.5482373046875,2809.8350634765625,2813.53662109375,0.0,0.0,60.22020718374118,0,65.97582096021483,78.60325883903937,0,0.0,33.33333333333332,1
2018-07-23,2799.169921875,2808.610107421875,2795.139892578125,2806.97998046875,2907430000,0,0,5.14990234375,0.0018346772615350092,-4.3798828125,-0.001560354132546604,2804.433349609375,2807.69404296875,2800.43603515625,2781.659358723958,2764.9665283203126,2767.1420166015623,2753.0026171875,2805.670376020126,2804.293081401086,2795.6639612857452,2787.0824452155885,2780.224985778012,2769.388363113665,2754.1041177110283,2803.57666015625,2798.543212890625,2790.1064453125,2785.072998046875,2812.013427734375,2817.046875,2825.483642578125,2798.4310380859374,2795.2520673828126,2790.1064453125,2808.7222822265626,2811.9012529296874,2817.046875,0.0,0.0,61.47983283268373,0,55.20838877947517,67.22724079918659,0,25.207650836670915,8.40255027889029,1
2018-07-24,2820.679931640625,2829.989990234375,2811.1201171875,2820.39990234375,3417530000,0,0,13.419921875,0.004758162792392687,-4.10986328125,-0.0014571916832909783,2809.7366536458335,2809.864013671875,2803.0920166015626,2787.9053548177085,2770.133020019531,2768.422013346354,2754.8562158203126,2813.0351391819377,2809.662021715307,2800.1614051144734,2791.247127356609,2784.051168308082,2772.6794301607674,2756.7039524025076,2820.5033365885415,2811.016682942708,2801.6334635416665,2792.146809895833,2829.886555989583,2839.3732096354165,2848.756429036458,2813.295045084635,2808.841755045573,2801.6334635416665,2827.711628092448,2832.16491813151,2839.3732096354165,0.0,0.0,64.62345319854296,0,60.897617463861735,60.69394240118398,0,88.11783737673694,37.77516273780261,-1
2018-07-25,2817.72998046875,2848.030029296875,2817.72998046875,2846.070068359375,3553010000,0,0,25.670166015625,0.009019513012349214,-32.7099609375,-0.011493027280370419,2824.4833170572915,2815.95400390625,2810.297021484375,2796.762027994792,2776.2835205078127,2770.3960123697916,2757.17501953125,2829.5526037706563,2821.7980372633297,2808.508434795365,2798.0999949819548,2789.957730217729,2777.4143100445485,2760.2085059694436,2837.2766927083335,2826.523356119792,2806.9766438802085,2796.223307291667,2856.823404947917,2867.5767415364585,2887.123453776042,2825.7020740559897,2818.5512625325523,2806.9766438802085,2848.8513113606773,2856.0021228841147,2867.5767415364585,0.0,0.0,69.7148308040821,0,77.74609930459208,64.6173685159764,0,100.0,71.10849607113595,-1
2018-07-26,2835.489990234375,2845.570068359375,2835.260009765625,2837.43994140625,3653330000,0,0,-8.630126953125,-0.0030415188096802022,-10.219970703125,-0.003601828026026845,2834.6366373697915,2822.543994140625,2814.21201171875,2803.4840169270833,2783.1740234375,2772.45634765625,2759.6948193359376,2833.4962725884534,2827.01200531097,2813.7687087246168,2803.0174882849915,2794.4798455690166,2781.286931422723,2763.2371897120634,2839.42333984375,2833.276611328125,2829.11328125,2822.966552734375,2843.586669921875,2849.7333984375,2853.896728515625,2835.4848974609376,2833.0517236328124,2829.11328125,2843.3617822265624,2845.7949560546876,2849.7333984375,0.0,0.0,66.26213372777782,0,82.91778894316037,73.85383523720479,-1,63.63524016994892,83.91769251556194,-1
2018-07-27,2842.35009765625,2843.169921875,2808.340087890625,2818.820068359375,3415710000,0,0,-18.619873046875,-0.006605555727333898,21.530029296875,0.007637958001840829,2834.1100260416665,2825.9419921875,2815.9630126953125,2807.4173502604167,2788.299523925781,2773.6673502604167,2761.622021484375,2826.158170473914,2824.2813596604383,2814.6871377491184,2804.9928107942897,2796.7979620252413,2783.7084241283133,2765.4169104433304,2823.443359375,2803.716796875,2788.613525390625,2768.886962890625,2838.546630859375,2858.273193359375,2873.37646484375,2810.1383627929686,2801.9185219726564,2788.613525390625,2836.7483559570314,2844.9681967773436,2858.273193359375,0.0,0.0,59.42397449515974,0,73.68128706259597,78.11505843678286,0,0.0,54.545080056649624,1
2018-07-30,2819.0,2821.739990234375,2798.110107421875,2802.60009765625,3245770000,0,0,-16.219970703125,-0.005787472396325608,47.7998046875,0.017055520952658883,2819.6200358072915,2825.066015625,2816.380029296875,2808.646028645833,2792.511022949219,2774.432023111979,2763.27142578125,2814.3791340650823,2817.054272325709,2812.4894940958698,2804.6937216520346,2797.3505463710517,2784.927241775277,2766.8750746477585,2807.4833984375,2793.226806640625,2783.853515625,2769.596923828125,2816.856689453125,2831.11328125,2840.486572265625,2798.456783203125,2792.880130859375,2783.853515625,2816.510013671875,2822.086666015625,2831.11328125,0.0,0.0,54.178786048215535,0,44.58132259725381,67.0601328676701,0,0.0,21.211746723316292,1
2018-07-31,2809.72998046875,2824.4599609375,2808.06005859375,2816.2900390625,3892100000,0,0,13.68994140625,0.004860984208433011,42.159912109375,0.014970017833606864,2812.570068359375,2824.24404296875,2817.0540283203127,2810.1426920572917,2796.990026855469,2775.8500244140623,2765.3378271484376,2815.334586563791,2816.7995279046395,2813.1805022716208,2806.1432613283428,2799.154307579761,2786.9506480518717,2768.8129163895132,2816.27001953125,2808.080078125,2799.8701171875,2791.68017578125,2824.47998046875,2832.669921875,2840.8798828125,2810.0052568359374,2806.1348798828126,2799.8701171875,2822.5347822265626,2826.4051591796874,2832.669921875,0.0,-1.0,57.581974917561055,0,30.061653365435603,49.441421008428506,0,21.905117569003156,7.301705856334369,1
2018-08-01,2821.169921875,2825.830078125,2805.85009765625,2813.360107421875,3496990000,0,0,-2.929931640625,-0.0010414349847698485,44.33984375,0.01576045797799857,2810.7500813802085,2817.70205078125,2816.82802734375,2812.7653645833334,2801.997033691406,2777.5423583984375,2766.9448291015624,2814.347346992833,2815.653054410385,2813.213157753485,2807.0453670900342,2800.5072408980573,2788.654484140259,2770.559865057449,2815.013427734375,2804.19677734375,2795.033447265625,2784.216796875,2824.1767578125,2834.993408203125,2844.15673828125,2807.3810751953124,2802.6657998046876,2795.033447265625,2822.6457802734376,2827.3610556640624,2834.993408203125,-1.0,0.0,56.612860307700785,0,25.84830774303389,33.497094568574475,0,20.14403892062322,14.016385496542108,1
2018-08-02,2800.47998046875,2829.909912109375,2796.340087890625,2827.219970703125,3467380000,0,0,13.85986328125,0.004902293922960326,26.360107421875,0.009323684642521566,2818.9567057291665,2815.658056640625,2819.101025390625,2814.694026692708,2806.5275268554688,2779.539021809896,2769.0004296875,2820.783658847979,2819.5086931746314,2815.759851017056,2809.5671925416705,2803.0513104033016,2791.1425800475404,2772.7818299847304,2817.8233235677085,2805.736735026042,2784.2534993489585,2772.166910807292,2839.306559244792,2851.3931477864585,2872.876383463542,2804.999650716146,2797.077172200521,2784.2534993489585,2830.646996419271,2838.569474934896,2851.3931477864585,1.0,0.0,60.039043654720615,0,44.830385852621134,33.580115653696915,0,100.0,47.34971882987545,-1
2018-08-03,2829.6201171875,2840.3798828125,2827.3701171875,2840.35009765625,3030390000,0,0,13.130126953125,0.004622714278764257,-7.070068359375,-0.0024891538424115234,2826.9767252604165,2819.9640625,2822.95302734375,2817.296695963542,2810.5540283203127,2782.55869140625,2771.141630859375,2830.5668782521143,2826.4558280018377,2820.230804951455,2813.4150556809927,2806.6035758559633,2794.317258602941,2775.4315659718486,2836.0333658854165,2831.686848958333,2823.0236002604165,2818.677083333333,2844.696614583333,2849.0431315104165,2857.706380208333,2831.0636354166663,2827.9933307291667,2823.0236002604165,2841.0030963541667,2844.0734010416663,2849.0431315104165,0.0,0.0,63.018447545875645,0,66.00177863404882,45.56015740990133,0,100.0,73.38134630687439,-1
2018-08-06,2840.2900390625,2853.2900390625,2835.97998046875,2850.39990234375,2874540000,0,0,10.0498046875,0.0035257525371217274,-28.469970703125,-0.009988061913598677,2839.3233235677085,2829.5240234375,2827.29501953125,2820.7613606770833,2813.86552734375,2785.7426920572916,2773.5944287109373,2840.483390297932,2834.4371861158083,2825.7160953864177,2818.0381615138376,2810.7746545690857,2797.935493682993,2778.371500731531,2846.556640625,2839.8232421875,2829.24658203125,2822.51318359375,2857.13330078125,2863.86669921875,2874.443359375,2839.9441982421877,2835.8590244140623,2829.24658203125,2853.1690830078123,2857.2542568359377,2863.86669921875,0.0,1.0,65.1596112802071,0,86.93270540502643,65.92162329723217,-1,99.99999999999999,99.99999999999999,-2
2018-08-07,2855.919921875,2863.429931640625,2855.919921875,2858.449951171875,3162770000,0,0,8.050048828125,0.002816228713336307,-18.489990234375,-0.006468537336745981,2849.7333170572915,2837.956005859375,2831.1000244140623,2824.0213541666667,2817.0960205078127,2790.455354817708,2776.336826171875,2849.4666707349033,2842.4414411344974,2831.667705529228,2823.089635221092,2815.3151590074467,2801.839652230663,2781.511832121348,2859.2666015625,2855.103271484375,2851.756591796875,2847.59326171875,2862.61328125,2866.776611328125,2870.123291015625,2856.3977778320314,2854.6254155273436,2851.756591796875,2862.1354252929686,2863.9077875976564,2866.776611328125,0.0,0.0,66.81693306844949,0,95.81154778766295,82.91534394224611,-2,100.0,99.99999999999999,-2
2018-08-08,2856.7900390625,2862.43994140625,2853.090087890625,2857.699951171875,2972200000,0,0,-0.75,-0.00026244882696395145,-39.329833984375,-0.013762758391848231,2855.5166015625,2846.823974609375,2832.2630126953127,2826.8266764322916,2821.2800170898436,2794.943351236979,2779.693623046875,2853.583310953389,2847.5276111469566,2836.4008411006184,2827.41592471494,2819.3518058802492,2805.443542484935,2784.499601495879,2857.7433268229165,2853.046712239583,2848.3934733072915,2843.696858723958,2862.396565755208,2867.0931803385415,2871.746419270833,2854.171682779948,2851.9651173502602,2848.3934733072915,2861.3149708658852,2863.521536295573,2867.0931803385415,0.0,0.0,66.49954546717883,0,92.98717293901855,91.91047537723601,-2,95.31730924042856,98.43910308014283,-2
2018-08-09,2857.18994140625,2862.47998046875,2851.97998046875,2853.580078125,3047050000,0,0,-4.119873046875,-0.0014437558905240333,-12.89013671875,-0.004517180652319284,2856.57666015625,2852.09599609375,2833.8770263671877,2830.0993489583334,2824.0445190429687,2800.0750244140627,2782.2850244140627,2853.5816945391944,2849.5451001396377,2839.5243387414152,2830.6864438911975,2822.61164133213,2808.549125429455,2787.20863979506,2856.0133463541665,2849.546712239583,2845.5133463541665,2839.046712239583,2860.046712239583,2866.5133463541665,2870.546712239583,2852.0023463541665,2849.5243463541665,2845.5133463541665,2860.0243463541665,2862.5023463541665,2866.5133463541665,0.0,0.0,64.68196405828932,0,85.57369021297443,91.45747031321868,-2,43.794204361913316,79.70383786744726,0
2018-08-10,2838.89990234375,2842.199951171875,2825.81005859375,2833.280029296875,3256040000,0,0,-20.300048828125,-0.007164857909637259,16.849853515625,0.005947119007437668,2848.1866861979165,2850.681982421875,2835.3230224609374,2832.196012369792,2825.643017578125,2803.9740234375,2784.845224609375,2843.4308619180347,2844.123409858717,2838.3890097514986,2831.010642066907,2823.6276782811533,2810.14466761445,2789.015360951994,2833.7633463541665,2825.326741536458,2817.3734537760415,2808.936848958333,2841.716634114583,2850.1532389322915,2858.106526692708,2827.502407389323,2823.6343927408852,2817.3734537760415,2840.0242853190102,2843.892299967448,2850.1532389322915,0.0,-1.0,56.48906648791204,0,61.333457361727966,79.96477350457369,0,0.0,46.370504534113934,1
2018-08-13,2835.4599609375,2843.39990234375,2819.8798828125,2821.929931640625,3158450000,0,0,-11.35009765625,-0.0040221047053607155,35.1201171875,0.012445424953227568,2836.2633463541665,2844.98798828125,2837.256005859375,2833.19267578125,2826.818017578125,2807.426017252604,2786.5914208984377,2832.68039677933,2836.72558378602,2835.396450094976,2829.875553263622,2823.4659881249127,2810.905007229042,2790.3061284299793,2828.4032389322915,2813.406575520833,2804.8832194010415,2789.886555989583,2836.926595052083,2851.9232584635415,2860.446614583333,2819.418591471354,2813.867866861979,2804.8832194010415,2837.387886393229,2842.938611002604,2851.9232584635415,0.0,0.0,52.48606681577457,0,32.41615630219346,59.77443462563198,0,0.0,14.598068120637748,2
2018-08-14,2827.8798828125,2843.110107421875,2826.580078125,2839.9599609375,2976970000,0,0,18.030029296875,0.006348691370607599,23.0,0.008098705726966469,2831.7233072916665,2841.289990234375,2839.622998046875,2834.4966796875,2828.338513183594,2811.2010172526043,2788.4532177734377,2836.3201788584147,2837.80370950318,2836.226179339071,2831.136104222857,2825.0368426784926,2812.779520371523,2792.253337547921,2836.550048828125,2829.989990234375,2820.02001953125,2813.4599609375,2846.52001953125,2853.080078125,2863.050048828125,2830.235577636719,2826.334490722656,2820.02001953125,2842.864520019531,2846.765606933594,2853.080078125,-1.0,0.0,57.62330557983296,0,23.900004647071825,39.216539436997785,0,36.659268493220246,12.219756164406725,1
2018-08-15,2827.949951171875,2827.949951171875,2802.489990234375,2818.3701171875,3645070000,0,0,-21.58984375,-0.007660400462784099,43.449951171875,0.015416694530963327,2826.7533365885415,2833.4240234375,2840.1239990234376,2832.6500162760417,2828.4760131835938,2814.706022135417,2789.844619140625,2827.3451480229573,2831.3258453979533,2832.97962258424,2829.5403558434373,2824.4019164412553,2813.14020403707,2793.2775249847673,2816.27001953125,2804.590087890625,2790.81005859375,2779.130126953125,2830.050048828125,2841.72998046875,2855.510009765625,2806.544314453125,2800.535763671875,2790.81005859375,2825.995724609375,2832.004275390625,2841.72998046875,0.0,0.0,50.5721836462072,0,26.104953308346037,27.47370475253714,0,0.0,12.219756164406725,2
2018-08-16,2831.43994140625,2850.489990234375,2831.43994140625,2840.68994140625,3219880000,0,0,22.31982421875,0.007857184233102481,16.2900390625,0.00573453611570005,2833.0066731770835,2830.84599609375,2841.47099609375,2832.8666829427084,2830.2860107421875,2818.1753499348956,2791.211416015625,2834.017544714604,2834.447210734052,2834.3814987336964,2830.934054038789,2825.953156914112,2814.917606447985,2795.1368354326687,2840.873291015625,2831.256591796875,2821.8232421875,2812.20654296875,2850.306640625,2859.92333984375,2869.356689453125,2833.5961723632813,2829.1003608398437,2821.8232421875,2848.1504096679687,2852.6462211914063,2859.92333984375,1.0,0.0,56.49856500083269,0,51.06358387527797,33.68951394356531,0,84.04877139286806,40.236013295362746,-1
2018-08-17,2838.320068359375,2855.6298828125,2833.72998046875,2850.1298828125,3024100000,0,0,9.43994140625,0.003312109200067294,24.56005859375,0.008617171709211443,2836.3966471354165,2834.215966796875,2842.448974609375,2834.95400390625,2832.7010009765627,2821.1856770833333,2792.806611328125,2842.073713763552,2839.6747680935346,2837.2448412934787,2833.3335326355027,2828.2557022377678,2817.1893662134376,2797.2934255259956,2846.49658203125,2837.36328125,2824.5966796875,2815.46337890625,2859.26318359375,2868.396484375,2881.1630859375,2838.1308193359373,2832.9624423828127,2824.5966796875,2854.8623447265627,2860.0307216796873,2868.396484375,0.0,0.0,58.751209212781276,0,65.23482877115674,47.467788651593615,0,100.0,61.34959046428933,-1
2018-08-20,2853.929931640625,2859.760009765625,2850.6201171875,2857.050048828125,2748020000,0,0,6.920166015625,0.002422136783520275,39.68994140625,0.013891930742525706,2849.2899576822915,2841.239990234375,2843.1139892578126,2838.5840006510416,2835.2045043945313,2823.6150146484374,2794.36701171875,2849.5618812958382,2845.466528338398,2840.8457881179597,2836.2980971595807,2830.998020960659,2819.761023156321,2799.636822518236,2855.81005859375,2851.860107421875,2846.670166015625,2842.72021484375,2861.0,2864.949951171875,2870.139892578125,2852.318619628906,2850.161604980469,2846.670166015625,2859.301497558594,2861.458512207031,2864.949951171875,0.0,0.0,60.371269149006324,0,88.16709677501039,68.1551698071484,-1,100.0,94.68292379762266,-2
2018-08-21,2861.510009765625,2873.22998046875,2861.320068359375,2862.9599609375,3147140000,0,0,5.909912109375,0.0020642664200723753,34.56005859375,0.012071443214467108,2856.7132975260415,2845.839990234375,2843.564990234375,2841.6953287760416,2837.3325073242186,2825.919010416667,2795.9862109375,2856.260921116669,2851.2976725380986,2844.866546812422,2839.6308301318204,2834.0420152441675,2822.548051400268,2802.120082848403,2865.836669921875,2858.443359375,2853.9267578125,2846.533447265625,2870.353271484375,2877.74658203125,2882.26318359375,2861.2870834960936,2858.4763442382814,2853.9267578125,2870.3862563476564,2873.1969956054686,2877.74658203125,0.0,0.0,61.75282490535626,0,90.13335867842545,81.17842807486421,-2,100.0,99.99999999999999,-2
2018-08-22,2860.989990234375,2867.5400390625,2856.050048828125,2861.820068359375,2689560000,0,0,-1.139892578125,-0.00039831035875657894,52.219970703125,0.018247118776080734,2860.6100260416665,2854.52998046875,2843.977001953125,2844.925992838542,2838.120007324219,2828.8456787109376,2797.4856103515626,2859.040494738022,2854.8051378118575,2847.949005275504,2842.4044849102647,2836.6875441122825,2825.081729913759,2804.461258750794,2861.8033854166665,2856.066731770833,2850.3133951822915,2844.576741536458,2867.556722005208,2873.2933756510415,2879.046712239583,2857.4142091471354,2854.7025714518227,2850.3133951822915,2866.1925616861977,2868.9041993815104,2873.2933756510415,0.0,0.0,61.30885955395485,0,84.48238967744925,87.59428171029505,-2,91.55037323107703,97.18345774369232,-2
2018-08-23,2860.2900390625,2868.780029296875,2854.030029296875,2856.97998046875,2713910000,0,0,-4.840087890625,-0.0016941273385579964,44.14990234375,0.015453346766716315,2860.586669921875,2857.78798828125,2844.3169921875,2846.9099934895835,2839.0970092773437,2830.802010091146,2799.1126123046874,2858.010237603386,2855.530085364155,2849.591000765185,2844.2264218550754,2838.6201570986127,2827.139681562468,2806.5208164652236,2859.9300130208335,2851.079996744792,2845.1800130208335,2836.329996744792,2865.829996744792,2874.6800130208335,2880.579996744792,2854.2955130208334,2850.8145130208336,2845.1800130208335,2865.5645130208336,2869.0455130208334,2874.6800130208335,0.0,0.0,59.357480181540545,0,72.34661002278759,82.32078612622078,-1,20.198154289337715,70.58284250680488,0
2018-08-24,2862.35009765625,2876.159912109375,2862.35009765625,2874.68994140625,2596190000,0,0,17.7099609375,0.006160650817470974,26.830078125,0.00933320764042997,2864.4966634114585,2862.7,2848.4579833984376,2849.19931640625,2841.8905029296875,2833.248006184896,2800.956611328125,2866.3500895048182,2861.9167040448533,2854.154444518106,2848.034361798972,2842.055374651721,2830.207440262067,2809.1941154825186,2871.066650390625,2865.973388671875,2857.2568359375,2852.16357421875,2879.783203125,2884.87646484375,2893.593017578125,2865.7913012695312,2862.5321850585938,2857.2568359375,2876.3419995117188,2879.6011157226562,2884.87646484375,0.0,1.0,63.8868045995545,0,75.26740129175363,77.36546699733017,0,100.0,70.58284250680488,-1
2018-08-27,2884.68994140625,2898.25,2884.68994140625,2896.739990234375,2854080000,0,0,22.050048828125,0.00761202210155594,-0.02001953125,-6.911055640993247e-06,2876.1366373697915,2870.63798828125,2855.9389892578124,2852.2886555989585,2846.5974975585937,2836.525008138021,2803.298212890625,2881.5450398695966,2873.5244661080274,2861.8972710119733,2854.1225653533975,2847.2634332786406,2834.4998628409257,2812.627287041415,2893.2266438802085,2888.203287760417,2879.6665852864585,2874.643229166667,2901.763346354167,2906.7867024739585,2915.323404947917,2888.046701497396,2884.846527669271,2879.6665852864585,2898.406586263021,2901.606760091146,2906.7867024739585,0.0,0.0,68.58157020759658,0,83.23012727093801,76.94804619515976,-1,100.0,73.39938476311254,-1
2018-08-28,2901.449951171875,2903.77001953125,2893.5,2897.52001953125,2683190000,0,0,0.780029296875,0.0002692058352028885,-8.919921875,-0.003078467729255942,2889.6499837239585,2877.55,2861.6949951171873,2854.8933268229166,2850.6589965820312,2839.457340494792,2805.77361328125,2889.5325297004233,2881.5229839157682,2868.3741343791144,2859.547247125629,2852.0497748265084,2838.5656794015918,2815.956413805722,2898.2633463541665,2892.756673177083,2887.9933268229165,2882.486653645833,2903.026692708333,2908.5333658854165,2913.296712239583,2894.340198893229,2891.916474283854,2887.9933268229165,2902.186493815104,2904.610218424479,2908.5333658854165,0.0,0.0,68.73640656060445,0,92.75476002845302,83.75076286371491,-2,100.0,99.99999999999996,-2
2018-08-29,2900.6201171875,2916.5,2898.39990234375,2914.0400390625,2791860000,0,0,16.52001953125,0.005669112060850335,-35.989990234375,-0.012350547608108239,2902.7666829427085,2887.993994140625,2871.2619873046874,2858.6493326822915,2855.6929931640625,2842.738004557292,2808.8026123046875,2901.786284381462,2892.362002298012,2876.67702613973,2866.358846117738,2857.9536095156504,2843.434992928102,2819.8028304824584,2909.6466471354165,2902.793294270833,2891.5465494791665,2884.693196614583,2920.893391927083,2927.7467447916665,2938.993489583333,2902.732409830729,2898.460786783854,2891.5465494791665,2916.560884440104,2920.832507486979,2927.7467447916665,0.0,0.0,71.89540959221947,-1,93.36068648537442,89.78185792825518,-2,100.00000000000001,99.99999999999996,-2
2018-08-30,2908.93994140625,2912.4599609375,2895.219970703125,2901.1298828125,2802180000,0,0,-12.91015625,-0.004450044214319784,-29.449951171875,-0.010151200518924975,2904.22998046875,2896.823974609375,2877.3059814453127,2861.8193196614584,2859.3884887695312,2845.959334309896,2811.47880859375,2901.458083596981,2895.2846291361748,2881.123000080234,2870.705225704583,2862.065635543922,2847.157243888386,2822.992126652264,2902.9366048177085,2893.413248697917,2885.6966145833335,2876.173258463542,2910.653238932292,2920.1765950520835,2927.893229166667,2896.3509285481773,2892.2822908528647,2885.6966145833335,2909.5222810872397,2913.5909187825523,2920.1765950520835,0.0,0.0,66.26068498701815,0,85.03748082323952,90.38430911235567,-2,29.64162160123859,76.54720720041283,0
2018-08-31,2898.3701171875,2906.320068359375,2891.72998046875,2901.52001953125,2880260000,0,0,0.39013671875,0.00013445942682588412,-24.39013671875,-0.008405986019248734,2905.5633138020835,2902.189990234375,2882.4449951171873,2866.36865234375,2862.446984863281,2849.282332356771,2814.5140087890627,2901.4890515641155,2897.3630926011997,2884.8315490713276,2874.5570749329163,2865.8231959236673,2850.6645197363127,2826.0716518632044,2899.856689453125,2893.393310546875,2885.2666015625,2878.80322265625,2907.9833984375,2914.44677734375,2922.573486328125,2894.2832758789064,2890.8400151367186,2885.2666015625,2905.4301030273436,2908.8733637695314,2914.44677734375,0.0,0.0,66.34652138931266,0,73.52860781555091,83.97559170805498,-1,1.523346894633855,43.721656165290774,1
2018-09-04,2896.9599609375,2900.179931640625,2885.1298828125,2896.719970703125,3077060000,0,0,-4.800048828125,-0.0016570634637354598,-8.830078125,-0.0030483022916628915,2899.7899576822915,2902.185986328125,2886.4119873046875,2871.3546549479165,2864.76298828125,2852.2736653645834,2817.350810546875,2899.1045111336202,2897.1487186351746,2886.993080277109,2877.3274369041924,2868.765745902663,2853.6358391535264,2828.842174170652,2894.0099283854165,2887.839925130208,2878.9598795572915,2872.789876302083,2902.889973958333,2909.0599772135415,2917.940022786458,2888.2608097330726,2884.7089982096354,2878.9598795572915,2899.7590470377604,2903.3108585611976,2909.0599772135415,0.0,0.0,64.18296348636865,0,53.82330732636475,70.79646532171843,0,0.0,10.388322831957439,2
2018-09-05,2891.590087890625,2894.2099609375,2876.919921875,2888.60009765625,3241250000,0,0,-8.119873046875,-0.002811006291062337,0.31982421875,0.0001107194516158532,2895.6133626302085,2900.402001953125,2888.9760009765623,2874.5973307291665,2866.2704956054686,2854.5470052083333,2820.7814111328125,2893.8523043949353,2894.2991783088664,2887.2852652551346,2878.7365194981994,2870.6547317839572,2855.891597766605,2831.1856221504795,2886.57666015625,2878.943359375,2869.28662109375,2861.6533203125,2896.2333984375,2903.86669921875,2913.5234375,2879.971865234375,2875.891416015625,2869.28662109375,2893.181455078125,2897.261904296875,2903.86669921875,0.0,0.0,60.58385031112562,0,39.78818236682142,55.71336583624572,0,0.0,0.5077822982112418,2
2018-09-06,2888.639892578125,2892.050048828125,2867.2900390625,2878.050048828125,3139590000,0,0,-10.550048828125,-0.003665693316355195,26.1298828125,0.009079023077843792,2887.7900390625,2893.20400390625,2890.5989990234375,2878.575992838542,2867.2880004882813,2855.613004557292,2823.8812109375,2885.95117661153,2888.882801815286,2885.6061349956785,2878.6507106644403,2871.3590476929257,2857.3211752544453,2833.0234428045046,2879.1300455729165,2866.210042317708,2854.3700358072915,2841.450032552083,2890.970052083333,2903.8900553385415,2915.730061848958,2869.671721842448,2863.82835953776,2854.3700358072915,2888.588369303385,2894.431731608073,2903.8900553385415,0.0,-1.0,56.17609762805566,0,30.092563796710976,41.23468449663241,0,0.0,-4.322468309207276e-14,2
2018-09-07,2868.260009765625,2883.81005859375,2864.1201171875,2871.679931640625,2946270000,0,0,-6.3701171875,-0.002218254589347872,33.300048828125,0.011596016833637961,2879.443359375,2887.314013671875,2892.068994140625,2880.6419921875,2868.1929931640625,2856.7543375651044,2827.3222119140623,2878.8155541260776,2883.1485117570655,2883.0740980220326,2877.779363286463,2871.389608068897,2858.247546634199,2834.539383543176,2873.203369140625,2862.5966796875,2853.513427734375,2842.90673828125,2882.28662109375,2892.893310546875,2901.9765625,2865.6818115234373,2861.0349853515627,2853.513427734375,2880.7249267578127,2885.3717529296873,2892.893310546875,-1.0,0.0,53.63854548088892,0,23.748565116090536,31.209770426541002,0,0.0,-4.322468309207276e-14,2
2018-09-10,2881.389892578125,2886.929931640625,2875.93994140625,2877.1298828125,2731400000,0,0,5.449951171875,0.0018942318886721488,11.670166015625,0.004056183241966465,2875.6199544270835,2882.435986328125,2892.31298828125,2882.4419921875,2870.3854858398436,2858.697998046875,2830.5386083984376,2877.972718469289,2881.142302108877,2881.993331620299,2877.698178227218,2871.936300901621,2859.4657618715087,2836.2095992007967,2879.9999186197915,2873.069905598958,2869.0099283854165,2862.079915364583,2884.059895833333,2890.9899088541665,2895.049886067708,2875.80174235026,2873.208104654948,2869.0099283854165,2884.198094889323,2886.791732584635,2890.9899088541665,0.0,0.0,55.49097364706208,0,25.93791644271955,26.59301511850705,0,17.56785595194049,5.85595198398012,2
