Date,Open,High,Low,Close,Adj Close,Volume,ARIMA_Pred,Arima_Signal
2015-05-16,428.0,430.3999938964844,424.29998779296875,426.0,426.0,4240300.0,435.1394113403628,1.0214540172308986
2015-05-17,428.0,430.3999938964844,424.29998779296875,426.0,426.0,4240300.0,434.5678089844577,1.0201122276630463
2015-05-18,426.0,427.2699890136719,421.4599914550781,425.239990234375,425.239990234375,2390200.0,435.21091629838514,1.0234477619532316
2015-05-19,424.8699951171875,428.239990234375,420.6300048828125,421.7099914550781,421.7099914550781,2464200.0,432.8107107626572,1.026323111931204
2015-05-20,420.6000061035156,427.1000061035156,418.3599853515625,423.8599853515625,423.8599853515625,2196200.0,429.6498103049278,1.0136597583009943
2015-05-21,428.0,436.8999938964844,428.0,431.6300048828125,431.6300048828125,4121400.0,431.8950694712249,1.0006141013956718
2015-05-22,431.54998779296875,432.44000244140625,427.6099853515625,427.6300048828125,427.6300048828125,2020600.0,438.38413337352046,1.0251482084229684
2015-05-23,431.54998779296875,432.44000244140625,427.6099853515625,427.6300048828125,427.6300048828125,2020600.0,434.3544197046778,1.0157248433110022
2015-05-24,431.54998779296875,432.44000244140625,427.6099853515625,427.6300048828125,427.6300048828125,2020600.0,434.85560799364185,1.0168968571623254
2015-05-25,431.54998779296875,432.44000244140625,427.6099853515625,427.6300048828125,427.6300048828125,2020600.0,435.64241272886323,1.0187367765464597
2015-05-26,426.20001220703125,427.0,422.0,425.4700012207031,425.4700012207031,2244200.0,434.43947275854674,1.0210813253863011
2015-05-27,427.45001220703125,431.8500061035156,425.010009765625,431.4200134277344,431.4200134277344,2231100.0,432.87702093433245,1.0033772367095857
2015-05-28,429.7099914550781,431.3500061035156,425.4700012207031,426.57000732421875,426.57000732421875,1912400.0,437.591504280644,1.0258374868537072
2015-05-29,427.2300109863281,432.5,427.2300109863281,429.2300109863281,429.2300109863281,3016100.0,432.80370988843674,1.0083258365226992
2015-05-30,427.2300109863281,432.5,427.2300109863281,429.2300109863281,429.2300109863281,3016100.0,435.18232351943374,1.0138674192874533
2015-05-31,427.2300109863281,432.5,427.2300109863281,429.2300109863281,429.2300109863281,3016100.0,435.86696404401266,1.015462462753789
2015-06-01,430.3999938964844,433.1600036621094,426.20001220703125,430.9200134277344,430.9200134277344,2253300.0,435.3060787420057,1.01017837458832
2015-06-02,430.07000732421875,433.2300109863281,426.25,430.989990234375,430.989990234375,1668900.0,437.17963102354696,1.0143614490577983
2015-06-03,434.3999938964844,438.3900146484375,432.75,436.5899963378906,436.5899963378906,2727900.0,437.1807464798445,1.001353100499116
2015-06-04,434.3999938964844,436.760009765625,429.260009765625,430.7799987792969,430.7799987792969,2510800.0,442.4245841350153,1.0270313974388685
2015-06-05,429.6600036621094,430.79998779296875,426.5,426.95001220703125,426.95001220703125,1907900.0,437.32368127144935,1.024297151347516
2015-06-06,429.6600036621094,430.79998779296875,426.5,426.95001220703125,426.95001220703125,1907900.0,434.5059617780399,1.0176975040519374
2015-06-07,429.6600036621094,430.79998779296875,426.5,426.95001220703125,426.95001220703125,1907900.0,434.6728426829752,1.0180883716012148
2015-06-08,425.6199951171875,426.79998779296875,421.42999267578125,423.5,423.5,2172500.0,433.8900058196592,1.0245336619118282
2015-06-09,422.9599914550781,427.489990234375,419.1400146484375,425.4800109863281,425.4800109863281,2288700.0,428.886005891207,1.008005064437653
2015-06-10,426.4599914550781,432.20001220703125,425.6600036621094,430.7699890136719,430.7699890136719,2172300.0,432.0873190128266,1.00305808211517
2015-06-11,432.2900085449219,438.8900146484375,431.4700012207031,432.9700012207031,432.9700012207031,2922500.0,432.3946844613028,0.9986712318225782
2015-06-12,431.25,432.3599853515625,428.260009765625,429.9200134277344,429.9200134277344,2054400.0,431.1511082003919,1.0028635437621107
2015-06-13,431.25,432.3599853515625,428.260009765625,429.9200134277344,429.9200134277344,2054400.0,428.51663339214764,0.9967357182923455
2015-06-14,431.25,432.3599853515625,428.260009765625,429.9200134277344,429.9200134277344,2054400.0,427.7758016652546,0.9950125332724474
2015-06-15,427.6600036621094,428.04998779296875,422.6400146484375,423.6700134277344,423.6700134277344,2051000.0,427.6389873087899,1.009368078351697
2015-06-16,424.1499938964844,427.9700012207031,422.6700134277344,427.260009765625,427.260009765625,2296400.0,428.59914654078193,1.0031342431881034
2015-06-17,428.3599853515625,431.3500061035156,424.75,427.80999755859375,427.80999755859375,2185900.0,429.7919061951657,1.0046326842474047
2015-06-18,430.29998779296875,439.7300109863281,429.4100036621094,439.3900146484375,439.3900146484375,3378400.0,429.7406832322339,0.9780392564816837
2015-06-19,440.260009765625,444.989990234375,433.239990234375,434.9200134277344,434.9200134277344,4495100.0,431.6216793710274,0.9924162283756229
2015-06-20,440.260009765625,444.989990234375,433.239990234375,434.9200134277344,434.9200134277344,4495100.0,431.52426215558233,0.9921922395674803
2015-06-21,440.260009765625,444.989990234375,433.239990234375,434.9200134277344,434.9200134277344,4495100.0,431.82252952100043,0.9928780377745283
2015-06-22,437.0,439.239990234375,434.17999267578125,436.2900085449219,436.2900085449219,1823600.0,432.25630997604395,0.9907545474572503
2015-06-23,435.5899963378906,447.0400085449219,433.69000244140625,445.989990234375,445.989990234375,3245000.0,432.55908092501375,0.9698851776868286
2015-06-24,444.9700012207031,446.4700012207031,440.2300109863281,440.8399963378906,440.8399963378906,2620800.0,434.27240251448205,0.9851020917385755
2015-06-25,438.07000732421875,443.4700012207031,436.3900146484375,440.1000061035156,440.1000061035156,2237500.0,434.726354655807,0.9877899309857208
2015-06-26,441.760009765625,443.489990234375,435.05999755859375,438.1000061035156,438.1000061035156,2624500.0,440.14758584567346,1.0046737724575014
2015-06-27,441.760009765625,443.489990234375,435.05999755859375,438.1000061035156,438.1000061035156,2624500.0,439.7566527336257,1.0037814348482768
2015-06-28,441.760009765625,443.489990234375,435.05999755859375,438.1000061035156,438.1000061035156,2624500.0,439.59177055338057,1.0034050774459757
2015-06-29,434.9800109863281,437.0,429.0,429.8599853515625,429.8599853515625,2753200.0,439.62111940878617,1.0227077057410694
2015-06-30,434.20001220703125,435.57000732421875,430.4599914550781,434.0899963378906,434.0899963378906,2596900.0,436.35868642782367,1.0052263127671044
2015-07-01,439.3500061035156,440.0,435.5799865722656,437.3900146484375,437.3900146484375,1987100.0,437.17592130483524,0.999510520733368
2015-07-02,437.0,438.20001220703125,433.4800109863281,437.7099914550781,437.7099914550781,1343400.0,438.15175033556756,1.0010092501636092
2015-07-03,437.0,438.20001220703125,433.4800109863281,437.7099914550781,437.7099914550781,1343400.0,438.16646592055037,1.0010428696497304
2015-07-04,437.0,438.20001220703125,433.4800109863281,437.7099914550781,437.7099914550781,1343400.0,439.1047522886607,1.0031864953069634
2015-07-05,437.0,438.20001220703125,433.4800109863281,437.7099914550781,437.7099914550781,1343400.0,439.5040807646689,1.0040988082168898
2015-07-06,435.2300109863281,439.7300109863281,433.5199890136719,436.0400085449219,436.0400085449219,1903200.0,439.7395209344509,1.0084843416132259
2015-07-07,435.67999267578125,437.7300109863281,425.57000732421875,436.7200012207031,436.7200012207031,3454200.0,439.7828424760282,1.007013283675499
2015-07-08,434.3500061035156,435.989990234375,428.8299865722656,429.70001220703125,429.70001220703125,2383100.0,440.20478478361304,1.0244467588507318
2015-07-09,434.8999938964844,438.7200012207031,434.1499938964844,434.3900146484375,434.3900146484375,2271400.0,439.11370769845655,1.0108743131534506
2015-07-10,440.489990234375,444.7200012207031,439.0,443.510009765625,443.510009765625,2401000.0,438.70242463817084,0.9891601429018597
2015-07-11,440.489990234375,444.7200012207031,439.0,443.510009765625,443.510009765625,2401000.0,440.35145851363563,0.9928782864367401
2015-07-12,440.489990234375,444.7200012207031,439.0,443.510009765625,443.510009765625,2401000.0,440.84220734257275,0.9939847977175035
2015-07-13,448.2900085449219,457.8699951171875,447.5400085449219,455.57000732421875,455.57000732421875,3956800.0,441.3656277770908,0.968820643767668
2015-07-14,462.32000732421875,469.6000061035156,458.1600036621094,465.57000732421875,465.57000732421875,4736200.0,443.6928877786169,0.9530100324302747
2015-07-15,463.0400085449219,464.70001220703125,460.20001220703125,461.19000244140625,461.19000244140625,2987400.0,469.0882182352959,1.0171257307228665
2015-07-16,465.5,475.8800048828125,464.79998779296875,475.4800109863281,475.4800109863281,4095600.0,464.9441569328572,0.9778416467358627
2015-07-17,477.70001220703125,485.4200134277344,477.25,483.010009765625,483.010009765625,4932200.0,485.028400211846,1.0041787756059144
2015-07-18,477.70001220703125,485.4200134277344,477.25,483.010009765625,483.010009765625,4932200.0,492.34927129138185,1.0193355444751313
2015-07-19,477.70001220703125,485.4200134277344,477.25,483.010009765625,483.010009765625,4932200.0,495.16249342939767,1.0251599002465177
2015-07-20,492.57000732421875,493.20001220703125,485.3999938964844,488.1000061035156,488.1000061035156,4752500.0,490.57154751115894,1.0050635963465224
2015-07-21,487.8999938964844,488.8800048828125,482.54998779296875,488.0,488.0,3181800.0,494.642550281267,1.013611783363252
2015-07-22,485.989990234375,492.5,484.8999938964844,488.2699890136719,488.2699890136719,3114900.0,493.5577183176291,1.010829519370295
2015-07-23,491.6600036621094,491.6600036621094,475.70001220703125,482.17999267578125,482.17999267578125,9374400.0,494.88776504026674,1.0263548313026547
2015-07-24,578.989990234375,580.5700073242188,529.3499755859375,529.4199829101562,529.4199829101562,21909400.0,486.50335452500684,0.9189365158654533
2015-07-25,578.989990234375,580.5700073242188,529.3499755859375,529.4199829101562,529.4199829101562,21909400.0,531.6606231516898,1.0042322547577767
2015-07-26,578.989990234375,580.5700073242188,529.3499755859375,529.4199829101562,529.4199829101562,21909400.0,544.9858283830536,1.02940169614931
2015-07-27,527.75,544.9500122070312,526.5999755859375,531.4099731445312,531.4099731445312,7491000.0,552.2549429744472,1.0392257783695125
2015-07-28,536.0,536.3900146484375,523.1199951171875,526.030029296875,526.030029296875,5273100.0,545.6038086107683,1.037210383863554
2015-07-29,530.9199829101562,532.969970703125,525.02001953125,529.0,529.0,3752600.0,539.8169908114616,1.0204479977532355
2015-07-30,527.6500244140625,539.2000122070312,524.2899780273438,536.760009765625,536.760009765625,3743100.0,540.9736299957863,1.007850100889597
2015-07-31,539.0900268554688,542.8400268554688,534.52001953125,536.1500244140625,536.1500244140625,3025600.0,548.1443016976308,1.02237112139774
2015-08-01,539.0900268554688,542.8400268554688,534.52001953125,536.1500244140625,536.1500244140625,3025600.0,549.4070799479214,1.024726391737736
2015-08-02,539.0900268554688,542.8400268554688,534.52001953125,536.1500244140625,536.1500244140625,3025600.0,550.0799967748243,1.0259814822837792
2015-08-03,537.4500122070312,540.4400024414062,529.3599853515625,535.030029296875,535.030029296875,3014200.0,550.0468709576853,1.0280672875138337
