Date,Open,High,Low,Close,Adj Close,Volume,ARIMA_Pred,Arima_Signal
2015-05-16,81.41000366210938,81.5199966430664,80.18000030517578,80.41999816894531,80.41999816894531,27069900.0,78.07323749157717,0.9708186927281682
2015-05-17,81.41000366210938,81.5199966430664,80.18000030517578,80.41999816894531,80.41999816894531,27069900.0,78.2302928827344,0.9727716322299486
2015-05-18,80.33000183105469,81.37999725341797,80.2300033569336,80.87999725341797,80.87999725341797,21613700.0,79.87516606044322,0.9875762706837594
2015-05-19,81.25,81.69000244140625,80.55000305175781,80.62999725341797,80.62999725341797,17955400.0,79.64851621670759,0.9878273462713187
2015-05-20,80.47000122070312,81.0999984741211,79.45999908447266,80.55000305175781,80.55000305175781,23056900.0,79.92012346567617,0.9921802661425486
2015-05-21,80.19000244140625,80.91999816894531,80.08000183105469,80.4800033569336,80.4800033569336,13402700.0,80.29593548051287,0.9977128743943464
2015-05-22,80.3499984741211,81.30999755859375,80.25,80.54000091552734,80.54000091552734,19567900.0,80.1889606189394,0.9956414167792708
2015-05-23,80.3499984741211,81.30999755859375,80.25,80.54000091552734,80.54000091552734,19567900.0,80.20980596266583,0.9959002365395074
2015-05-24,80.3499984741211,81.30999755859375,80.25,80.54000091552734,80.54000091552734,19567900.0,80.30790206307303,0.9971182164164891
2015-05-25,80.3499984741211,81.30999755859375,80.25,80.54000091552734,80.54000091552734,19567900.0,80.25763884847304,0.9964941387652769
2015-05-26,80.43000030517578,80.5999984741211,79.08000183105469,79.33000183105469,79.33000183105469,16321300.0,80.20509329890558,1.0110310279547772
2015-05-27,79.5999984741211,80.66000366210938,79.43000030517578,80.55000305175781,80.55000305175781,14160900.0,79.31413935859503,0.9846571862651741
2015-05-28,80.25,81.06999969482422,80.0,80.1500015258789,80.1500015258789,11982000.0,80.24272329825456,1.0011568530331931
2015-05-29,79.94999694824219,80.06999969482422,78.87999725341797,79.19000244140625,79.19000244140625,16134600.0,79.95024354306376,1.0096002156613144
2015-05-30,79.94999694824219,80.06999969482422,78.87999725341797,79.19000244140625,79.19000244140625,16134600.0,78.94297091480473,0.9968805212907488
2015-05-31,79.94999694824219,80.06999969482422,78.87999725341797,79.19000244140625,79.19000244140625,16134600.0,79.24334196824621,1.0006735638994257
2015-06-01,79.30000305175781,80.37999725341797,78.66000366210938,80.29000091552734,80.29000091552734,18119000.0,79.12522109173017,0.985492840820582
2015-06-02,79.76000213623047,81.3499984741211,79.55999755859375,80.44000244140625,80.44000244140625,18923300.0,79.4796899414474,0.9880617544652818
2015-06-03,81.3499984741211,82.52999877929688,81.25,82.44000244140625,82.44000244140625,31775000.0,79.71196625070472,0.966908829331483
2015-06-04,82.13999938964844,82.94999694824219,81.51000213623047,82.05000305175781,82.05000305175781,20863900.0,81.22209376129638,0.9899096982368278
2015-06-05,81.87000274658203,82.45999908447266,81.51000213623047,82.13999938964844,82.13999938964844,16143100.0,81.04938141058778,0.9867224496327657
2015-06-06,81.87000274658203,82.45999908447266,81.51000213623047,82.13999938964844,82.13999938964844,16143100.0,81.49836621299302,0.9921885417406482
2015-06-07,81.87000274658203,82.45999908447266,81.51000213623047,82.13999938964844,82.13999938964844,16143100.0,82.101019905946,0.9995254506453363
2015-06-08,81.81999969482422,82.0,80.12999725341797,80.66999816894531,80.66999816894531,16915500.0,81.99533871708141,1.016429162987713
2015-06-09,80.5999984741211,81.19000244140625,79.31999969482422,80.66999816894531,80.66999816894531,16497500.0,80.67446890604896,1.0000554200719614
2015-06-10,80.83000183105469,82.5999984741211,80.80999755859375,82.16000366210938,82.16000366210938,21531200.0,80.52534214338918,0.9801039259267454
2015-06-11,82.30999755859375,82.9000015258789,81.36000061035156,81.83000183105469,81.83000183105469,18656800.0,81.80768341782547,0.9997272587959207
2015-06-12,81.37000274658203,82.08999633789062,81.19999694824219,81.52999877929688,81.52999877929688,11417900.0,81.64645297338033,1.0014283600616591
2015-06-13,81.37000274658203,82.08999633789062,81.19999694824219,81.52999877929688,81.52999877929688,11417900.0,81.53604555943436,1.000074166321943
2015-06-14,81.37000274658203,82.08999633789062,81.19999694824219,81.52999877929688,81.52999877929688,11417900.0,81.61408559325858,1.0010313604221843
2015-06-15,80.55000305175781,80.93000030517578,80.06999969482422,80.70999908447266,80.70999908447266,18805100.0,81.59710146897699,1.010991232741508
2015-06-16,80.81999969482422,81.51000213623047,80.44999694824219,81.05999755859375,81.05999755859375,13693700.0,80.89350195926718,0.997946020178372
2015-06-17,81.76000213623047,82.22000122070312,81.33999633789062,81.79000091552734,81.79000091552734,18350300.0,81.46487020809303,0.9960248110552034
2015-06-18,81.63999938964844,83.19000244140625,81.56999969482422,82.91000366210938,82.91000366210938,26782600.0,82.17593945188693,0.9911462528307918
2015-06-19,82.83000183105469,82.9800033569336,82.12000274658203,82.51000213623047,82.51000213623047,23353200.0,82.55750686568989,1.0005757451003454
2015-06-20,82.83000183105469,82.9800033569336,82.12000274658203,82.51000213623047,82.51000213623047,23353200.0,82.62013135069176,1.0013347377482729
2015-06-21,82.83000183105469,82.9800033569336,82.12000274658203,82.51000213623047,82.51000213623047,23353200.0,82.77521106327784,1.003214263970197
2015-06-22,83.41000366210938,84.97000122070312,83.30999755859375,84.73999786376953,84.73999786376953,29383100.0,82.89411799075359,0.9782171357145485
2015-06-23,84.95999908447266,87.97000122070312,84.76000213623047,87.87999725341797,87.87999725341797,50667900.0,83.29731959860577,0.9478530063946495
2015-06-24,87.66000366210938,89.25,87.44999694824219,88.86000061035156,88.86000061035156,41370200.0,84.12670937294853,0.9467331622226925
2015-06-25,89.26000213623047,89.4000015258789,87.83999633789062,87.9800033569336,87.9800033569336,27302000.0,88.14192419947524,1.0018404277831718
2015-06-26,88.12000274658203,88.33999633789062,86.83000183105469,88.01000213623047,88.01000213623047,38214600.0,87.9690418677504,0.999534595301831
2015-06-27,88.12000274658203,88.33999633789062,86.83000183105469,88.01000213623047,88.01000213623047,38214600.0,89.03015659490052,1.011591346823182
2015-06-28,88.12000274658203,88.33999633789062,86.83000183105469,88.01000213623047,88.01000213623047,38214600.0,89.07036980975462,1.012048263240385
2015-06-29,86.61000061035156,87.5,85.7300033569336,85.80000305175781,85.80000305175781,35957900.0,89.14076413776483,1.0389366080091134
2015-06-30,86.5999984741211,86.69999694824219,85.56999969482422,85.7699966430664,85.7699966430664,23016500.0,87.49745346973528,1.020140572394537
2015-07-01,86.7699966430664,87.94999694824219,86.48999786376953,86.91000366210938,86.91000366210938,25260000.0,87.77361180418468,1.0099368094084182
2015-07-02,87.4000015258789,87.44000244140625,86.33999633789062,87.29000091552734,87.29000091552734,16908800.0,88.56363141575936,1.0145907949006043
2015-07-03,87.4000015258789,87.44000244140625,86.33999633789062,87.29000091552734,87.29000091552734,16908800.0,87.71115326403901,1.0048247490445008
2015-07-04,87.4000015258789,87.44000244140625,86.33999633789062,87.29000091552734,87.29000091552734,16908800.0,88.1602427340259,1.0099695475927501
2015-07-05,87.4000015258789,87.44000244140625,86.33999633789062,87.29000091552734,87.29000091552734,16908800.0,88.3222974455999,1.0118260570425648
2015-07-06,86.48999786376953,88.19000244140625,86.38999938964844,87.55000305175781,87.55000305175781,24635900.0,88.19137336784014,1.0073257600654013
2015-07-07,87.80000305175781,87.8499984741211,85.2300033569336,87.22000122070312,87.22000122070312,33059900.0,88.52204770256913,1.0149283015781125
2015-07-08,86.29000091552734,86.75,85.44999694824219,85.6500015258789,85.6500015258789,24399300.0,88.18020058890016,1.029541144400993
2015-07-09,86.7300033569336,87.5999984741211,85.6500015258789,85.87999725341797,85.87999725341797,23307400.0,86.76092488404949,1.0102576578808222
2015-07-10,87.3499984741211,88.22000122070312,86.7699966430664,87.94999694824219,87.94999694824219,23245900.0,87.45575274948919,0.9943803954985484
2015-07-11,87.3499984741211,88.22000122070312,86.7699966430664,87.94999694824219,87.94999694824219,23245900.0,88.84271424070535,1.0101502822449047
